name	key	ref_name	ref_key	index	value	translation
###HEADER		###HEADER		0	<<00000002FEFE>>	
###HEADER		###HEADER		1	ColossalFramework.Globalization.Locale, ColossalManaged, Version=0.3.0.0, Culture=neutral, PublicKeyToken=null	
###HEADER		###HEADER		2	ENGLISH	
###HEADER		###HEADER		3	(ENGLISH)	
###HEADER		###HEADER		4	<<00000000>>	
###HEADER		###HEADER		5	[[0xE1]]	
BUILDING_NAME	3x4_Nightclub a	BUILDING_NAME	3x4_Nightclub a	0	[[0x2]]	
0	3x4_Nightclub b	BUILDING_NAME	3x4_Nightclub b	0	[[0x2]]	
0	2x2_Restaurant	BUILDING_NAME	2x2_Restaurant	0	[[0x4]]	
0	2x2_Restaurant2	BUILDING_NAME	2x2_Restaurant2	0	[[0x4]]	
0	2x2_Karaoke Bar	BUILDING_NAME	2x2_Karaoke Bar	0	[[0x3]]	
0	3x2_Bowling Alley	BUILDING_NAME	3x2_Bowling Alley	0	[[0x3]]	
0	3x4 Game Arcade	BUILDING_NAME	3x4 Game Arcade	0	[[0x3]]	
0	2x3 Game Arcade	BUILDING_NAME	2x3 Game Arcade	0	[[0x3]]	
0	2x2_Comedy Club	BUILDING_NAME	2x2_Comedy Club	0	[[0x3]]	
0	2x2_Pub	BUILDING_NAME	2x2_Pub	0	[[0x3]]	
0	1x1_cafe	BUILDING_NAME	1x1_cafe	0	[[0x3]]	
0	3x2_Gym	BUILDING_NAME	3x2_Gym	0	[[0x3]]	
0	1x1_Beauty Salon	BUILDING_NAME	1x1_Beauty Salon	0	[[0x3]]	
0	1x1_Restaurant01	BUILDING_NAME	1x1_Restaurant01	0	[[0x4]]	
0	3x2_Nightclub01	BUILDING_NAME	3x2_Nightclub01	0	[[0x4]]	
0	2x3_Night_club_a	BUILDING_NAME	2x3_Night_club_a	0	[[0x4]]	
0	2x2_Gym	BUILDING_NAME	2x2_Gym	0	[[0x3]]	
0	3x2_Cafe01	BUILDING_NAME	3x2_Cafe01	0	[[0x3]]	
0	1x1_Restaurant02	BUILDING_NAME	1x1_Restaurant02	0	[[0x4]]	
0	2x3_Nightclub01 	BUILDING_NAME	2x3_Nightclub01 	0	[[0x4]]	
0	4x4_Tourist Hotel	BUILDING_NAME	4x4_Tourist Hotel	0	[[0x4]]	
0	4x4_Tourist Hotel2	BUILDING_NAME	4x4_Tourist Hotel2	0	[[0x4]]	
0	4x4_Tourist Hotel3	BUILDING_NAME	4x4_Tourist Hotel3	0	[[0x4]]	
0	2x1_Beach Bar2	BUILDING_NAME	2x1_Beach Bar2	0	[[0x6]]	
0	1x1_Souvenir Shop	BUILDING_NAME	1x1_Souvenir Shop	0	[[0x3]]	
0	4x3_Beach Hotel	BUILDING_NAME	4x3_Beach Hotel	0	[[0x3]]	
0	4x3_Beach Hotel2	BUILDING_NAME	4x3_Beach Hotel2	0	[[0x3]]	
0	4x3_Beach Hotel3	BUILDING_NAME	4x3_Beach Hotel3	0	[[0x3]]	
0	2x2_Beach restaurant	BUILDING_NAME	2x2_Beach restaurant	0	[[0x3]]	
0	2x2_Beach Restaurant2	BUILDING_NAME	2x2_Beach Restaurant2	0	[[0x3]]	
0	2x2_PrivatePool	BUILDING_NAME	2x2_PrivatePool	0	[[0x3]]	
0	2x2_Hotel01	BUILDING_NAME	2x2_Hotel01	0	[[0x4]]	
0	3x2_Hotel01	BUILDING_NAME	3x2_Hotel01	0	[[0x4]]	
0	1x1_Hotel01	BUILDING_NAME	1x1_Hotel01	0	[[0x4]]	
0	1x1_beach restaurant2	BUILDING_NAME	1x1_beach restaurant2	0	[[0x3]]	
0	3x2_Hotel02	BUILDING_NAME	3x2_Hotel02	0	[[0x4]]	
0	1x1_terrace01	BUILDING_NAME	1x1_terrace01	0	[[0x6]]	
0	1x1_terrace02	BUILDING_NAME	1x1_terrace02	0	[[0x6]]	
0	2x2_terrace01	BUILDING_NAME	2x2_terrace01	0	[[0x6]]	
0	2x2_terrace02	BUILDING_NAME	2x2_terrace02	0	[[0x6]]	
0	2x2_Souvenir Shop	BUILDING_NAME	2x2_Souvenir Shop	0	[[0x3]]	
0	2x2_Beach Bar2	BUILDING_NAME	2x2_Beach Bar2	0	[[0x6]]	
0	Farming 4x4 Farm	BUILDING_NAME	Farming 4x4 Farm	0	[[0x2]]	
0	Farming 4x4 Farm 2	BUILDING_NAME	Farming 4x4 Farm 2	0	[[0x2]]	
0	Farming 4x4 Farm 3	BUILDING_NAME	Farming 4x4 Farm 3	0	[[0x2]]	
0	L3 3x2 Shop01	BUILDING_NAME	L3 3x2 Shop01	0	[[0x1]]	
0	L3 2x2 Shop02	BUILDING_NAME	L3 2x2 Shop02	0	[[0x1]]	
0	L3 3x3 Shop06	BUILDING_NAME	L3 3x3 Shop06	0	[[0x1]]	
0	L3 1x1 Shop	BUILDING_NAME	L3 1x1 Shop	0	[[0x1]]	
0	L2 2x3 Shop03	BUILDING_NAME	L2 2x3 Shop03	0	[[0x1]]	
0	L1 1x1 Shop	BUILDING_NAME	L1 1x1 Shop	0	[[0x1]]	
0	H1 4x3 Shop02	BUILDING_NAME	H1 4x3 Shop02	0	[[0x1]]	
0	H1 4x3 Shop01	BUILDING_NAME	H1 4x3 Shop01	0	[[0x1]]	
0	H2 1x1 Shop	BUILDING_NAME	H2 1x1 Shop	0	[[0x1]]	
0	L1 3x2 Shop01	BUILDING_NAME	L1 3x2 Shop01	0	[[0x1]]	
0	L1 4x3 Shop02a	BUILDING_NAME	L1 4x3 Shop02a	0	[[0x1]]	
CHIRP_FIRST_PRISON		CHIRP_FIRST_PRISON		0	[[0x1]]	
CHIRP_FIRST_TAXIDEPOT		CHIRP_FIRST_TAXIDEPOT		0	[[0x1]]	
CHIRP_FIRST_BUSTATION		CHIRP_FIRST_BUSTATION		0	[[0x1]]	
CHIRP_FIRST_LARGEAIRPORT		CHIRP_FIRST_LARGEAIRPORT		0	[[0x1]]	
CHIRP_FIRST_CARGOHUB		CHIRP_FIRST_CARGOHUB		0	[[0x1]]	
CHIRP_FIRST_STABLE		CHIRP_FIRST_STABLE		0	[[0x1]]	
CHIRP_POLICY	Open247	CHIRP_POLICY	Open247	0	[[0x2]]	
63	DontTaxLeisure	CHIRP_POLICY	DontTaxLeisure	0	[[0x2]]	
63	NoLoudNoises	CHIRP_POLICY	NoLoudNoises	0	[[0x2]]	
63	SchoolsOut	CHIRP_POLICY	SchoolsOut	0	[[0x2]]	
63	OldTown	CHIRP_POLICY	OldTown	0	[[0x2]]	
63	Tourist	CHIRP_POLICY	Tourist	0	[[0x2]]	
63	Leisure	CHIRP_POLICY	Leisure	0	[[0x2]]	
63	BikeBan	CHIRP_POLICY	BikeBan	0	[[0x2]]	
63	EncourageBiking	CHIRP_POLICY	EncourageBiking	0	[[0x2]]	
63	DoubleSentences	CHIRP_POLICY	DoubleSentences	0	[[0x2]]	
63	Forest	CHIRP_POLICY	Forest	0	[[0x2]]	
63	Farming	CHIRP_POLICY	Farming	0	[[0x2]]	
63	Oil	CHIRP_POLICY	Oil	0	[[0x2]]	
63	Ore	CHIRP_POLICY	Ore	0	[[0x2]]	
63	PowerSaving	CHIRP_POLICY	PowerSaving	0	[[0x2]]	
63	WaterSaving	CHIRP_POLICY	WaterSaving	0	[[0x2]]	
63	SmokeDetectors	CHIRP_POLICY	SmokeDetectors	0	[[0x2]]	
63	RecreationBoost	CHIRP_POLICY	RecreationBoost	0	[[0x2]]	
63	PetBan	CHIRP_POLICY	PetBan	0	[[0x2]]	
63	Recycling	CHIRP_POLICY	Recycling	0	[[0x2]]	
63	SmokingBan	CHIRP_POLICY	SmokingBan	0	[[0x2]]	
63	EducationBoost	CHIRP_POLICY	EducationBoost	0	[[0x2]]	
63	RecreationalUse	CHIRP_POLICY	RecreationalUse	0	[[0x2]]	
63	FreeTransport	CHIRP_POLICY	FreeTransport	0	[[0x2]]	
63	TaxRaiseResLow	CHIRP_POLICY	TaxRaiseResLow	0	[[0x1]]	
63	TaxRaiseResHigh	CHIRP_POLICY	TaxRaiseResHigh	0	[[0x1]]	
63	TaxRaiseComLow	CHIRP_POLICY	TaxRaiseComLow	0	[[0x1]]	
63	TaxRaiseComHigh	CHIRP_POLICY	TaxRaiseComHigh	0	[[0x1]]	
63	TaxRaiseOffice	CHIRP_POLICY	TaxRaiseOffice	0	[[0x1]]	
63	TaxLowerResLow	CHIRP_POLICY	TaxLowerResLow	0	[[0x1]]	
63	TaxLowerResHigh	CHIRP_POLICY	TaxLowerResHigh	0	[[0x1]]	
63	TaxLowerComLow	CHIRP_POLICY	TaxLowerComLow	0	[[0x1]]	
63	TaxLowerComHigh	CHIRP_POLICY	TaxLowerComHigh	0	[[0x1]]	
63	TaxLowerOffice	CHIRP_POLICY	TaxLowerOffice	0	[[0x1]]	
63	SmallBusiness	CHIRP_POLICY	SmallBusiness	0	[[0x2]]	
63	BigBusiness	CHIRP_POLICY	BigBusiness	0	[[0x2]]	
63	IndustrySpace	CHIRP_POLICY	IndustrySpace	0	[[0x2]]	
63	HighTechHousing	CHIRP_POLICY	HighTechHousing	0	[[0x2]]	
63	HighriseBan	CHIRP_POLICY	HighriseBan	0	[[0x2]]	
63	HeavyTrafficBan	CHIRP_POLICY	HeavyTrafficBan	0	[[0x2]]	
63	NoHomo	CHIRP_POLICY	NoHomo	0	[[0x3]]	
63	AllowWeapons	CHIRP_POLICY	AllowWeapons	0	[[0x2]]	
63	AlligatorBan	CHIRP_POLICY	AlligatorBan	0	[[0x3]]	
CHIRP_NO_PRISONS		CHIRP_NO_PRISONS		0	[[0x3]]	
CHIRP_RANDOM		CHIRP_RANDOM		0	[[0x41]]	
AREA_DESC		AREA_DESC		0	[[0x9]]	
OFFICE_NAME	Level1	OFFICE_NAME	Level1	0	[[0x7]]	
110	Level2	OFFICE_NAME	Level2	0	[[0x7]]	
110	Level3	OFFICE_NAME	Level3	0	[[0x7]]	
INDUSTRIAL_NAME	111	INDUSTRIAL_NAME	Level1	0	[[0x6]]	
114	112	INDUSTRIAL_NAME	Level2	0	[[0x6]]	
114	113	INDUSTRIAL_NAME	Level3	0	[[0x6]]	
114	IndustrialForestry	INDUSTRIAL_NAME	IndustrialForestry	0	[[0x6]]	
114	IndustrialFarming	INDUSTRIAL_NAME	IndustrialFarming	0	[[0x7]]	
114	IndustrialOil	INDUSTRIAL_NAME	IndustrialOil	0	[[0x4]]	
114	IndustrialOre	INDUSTRIAL_NAME	IndustrialOre	0	[[0x5]]	
EXTRACTOR_NAME	115	EXTRACTOR_NAME	IndustrialForestry	0	[[0x2]]	
119	116	EXTRACTOR_NAME	IndustrialFarming	0	[[0x5]]	
119	117	EXTRACTOR_NAME	IndustrialOil	0	[[0x2]]	
119	118	EXTRACTOR_NAME	IndustrialOre	0	[[0x2]]	
COMMERCIAL_LOW_NAME	111	COMMERCIAL_LOW_NAME	Level1	0	[[0x5]]	
120	112	COMMERCIAL_LOW_NAME	Level2	0	[[0x5]]	
120	113	COMMERCIAL_LOW_NAME	Level3	0	[[0x5]]	
COMMERCIAL_HIGH_NAME	111	COMMERCIAL_HIGH_NAME	Level1	0	[[0x5]]	
121	112	COMMERCIAL_HIGH_NAME	Level2	0	[[0x5]]	
121	113	COMMERCIAL_HIGH_NAME	Level3	0	[[0x5]]	
RESIDENCE_LOW_PATTERN	111	RESIDENCE_LOW_PATTERN	Level1	0	[[0x1]]	
122	112	RESIDENCE_LOW_PATTERN	Level2	0	[[0x1]]	
122	113	RESIDENCE_LOW_PATTERN	Level3	0	[[0x1]]	
